id,text,category,binary_label,severity,language,source
362,seriously nobody should work with you on the opinion,exclusion,1,medium,en,synthetic_template_v1
363,I disagree with your project but i respect your view right now,normal,0,none,en,synthetic_template_v1
364,really your profile picture looks pathetic today,appearance_attack,1,high,en,synthetic_template_v1
365,listen you always give useless answers,insult,1,medium,en,synthetic_template_v1
366,again your code is a joke to everyone,humiliation,1,high,en,synthetic_template_v1
367,again post another ridiculous code for us to mock online,provocation,1,medium,en,synthetic_template_v1
368,seriously your opinion is worthless today,general_abuse,1,medium,en,synthetic_template_v1
369,listen keep talking and show everyone how foolish you are in this group,provocation,1,medium,en,synthetic_template_v1
370,honestly shut up and stop being so hopeless in this group,general_abuse,1,medium,en,synthetic_template_v1
371,again your profile picture looks terrible right now,appearance_attack,1,high,en,synthetic_template_v1
372,really people say your comment was copied online,rumor_mockery,1,high,en,synthetic_template_v1
373,honestly shut up and stop being so useless right now,general_abuse,1,medium,en,synthetic_template_v1
374,people will remember this embarrassing research right now,humiliation,1,high,en,synthetic_template_v1
375,honestly your style looks worthless in this group,appearance_attack,1,high,en,synthetic_template_v1
376,again your profile picture looks terrible today,appearance_attack,1,high,en,synthetic_template_v1
377,honestly thank you for your clear answer every time,normal,0,none,en,synthetic_template_v1
378,really shut up and stop being so useless online,general_abuse,1,medium,en,synthetic_template_v1
379,everyone is tired of seeing your project today,harassment,1,high,en,synthetic_template_v1
380,seriously everyone heard that you ruined the research every time,rumor_mockery,1,high,en,synthetic_template_v1
381,honestly everyone is tired of seeing your code every time,harassment,1,high,en,synthetic_template_v1
382,again you sound hopeless in this message online,insult,1,medium,en,synthetic_template_v1
383,really your drawing is a joke to everyone every time,humiliation,1,high,en,synthetic_template_v1
384,again your embarrassing story is spreading online today,rumor_mockery,1,high,en,synthetic_template_v1
385,listen everyone is laughing at your message in this group,humiliation,1,high,en,synthetic_template_v1
386,stop posting photos because you look strange every time,appearance_attack,1,high,en,synthetic_template_v1
387,honestly your profile picture looks useless right now,appearance_attack,1,high,en,synthetic_template_v1
388,you are so stupid every time,insult,1,medium,en,synthetic_template_v1
389,Honestly everyone is tired of seeing your research in this group!,harassment,1,high,en,synthetic_template_v1
390,continue arguing because nobody takes you seriously in this group,provocation,1,medium,en,synthetic_template_v1
391,Listen everyone can see how ridiculous your design is.,humiliation,1,high,en,synthetic_template_v1
392,Listen stop pretending you understand the design right now,academic_attack,1,medium,en,synthetic_template_v1
393,again we will keep reporting every comment you post,harassment,1,high,en,synthetic_template_v1
394,Really your style looks hopeless online,appearance_attack,1,high,en,synthetic_template_v1
395,Again you do not belong in this chat.,exclusion,1,medium,en,synthetic_template_v1
396,nobody should work with you on the post today,exclusion,1,medium,en,synthetic_template_v1
397,really shut up and stop being so pathetic,general_abuse,1,medium,en,synthetic_template_v1
398,Listen i really liked your comment today!,normal,0,none,en,synthetic_template_v1
399,really this presentation was useful and interesting today,normal,0,none,en,synthetic_template_v1
400,again people say your code was copied today,rumor_mockery,1,high,en,synthetic_template_v1
401,honestly post another awful report for us to mock in this group,provocation,1,medium,en,synthetic_template_v1
402,really people say your design was copied right now,rumor_mockery,1,high,en,synthetic_template_v1
403,really you always give useless answers today,insult,1,medium,en,synthetic_template_v1
404,honestly keep talking and show everyone how annoying you are today,provocation,1,medium,en,synthetic_template_v1
405,Seriously go on and embarrass yourself again right now,provocation,1,medium,en,synthetic_template_v1
406,i really liked your comment today,normal,0,none,en,synthetic_template_v1
407,really this message made you look ridiculous in this group,humiliation,1,high,en,synthetic_template_v1
408,Really your assignment is a joke to everyone today!,humiliation,1,high,en,synthetic_template_v1
409,really you cannot solve even a simple question,academic_attack,1,medium,en,synthetic_template_v1
410,again i disagree with your design but i respect your view,normal,0,none,en,synthetic_template_v1
411,everyone is tired of seeing your report online,harassment,1,high,en,synthetic_template_v1
412,again your profile picture looks poor,appearance_attack,1,high,en,synthetic_template_v1
413,again you explained the research very clearly in this group,normal,0,none,en,synthetic_template_v1
414,again people say your comment was copied today,rumor_mockery,1,high,en,synthetic_template_v1
415,Again post another terrible report for us to mock today.,provocation,1,medium,en,synthetic_template_v1
416,again post another worthless project for us to mock today,provocation,1,medium,en,synthetic_template_v1
417,really everyone knows you lied about the report right now,rumor_mockery,1,high,en,synthetic_template_v1
418,Honestly your post is kind in this group,normal,0,none,en,synthetic_template_v1
419,Listen people are laughing at how you look in this group,appearance_attack,1,high,en,synthetic_template_v1
420,honestly you sound useless in this research in this group,insult,1,medium,en,synthetic_template_v1
421,really thank you for your excellent post in this group,normal,0,none,en,synthetic_template_v1
422,again you are completely ridiculous today,general_abuse,1,medium,en,synthetic_template_v1
423,you are acting like a worthless person today,insult,1,medium,en,synthetic_template_v1
424,honestly this message made you look ridiculous right now,humiliation,1,high,en,synthetic_template_v1
425,again you sound ridiculous in this idea today,insult,1,medium,en,synthetic_template_v1
426,listen people will remember this embarrassing idea right now,humiliation,1,high,en,synthetic_template_v1
427,Honestly everyone can see how ridiculous your opinion is today!,humiliation,1,high,en,synthetic_template_v1
428,you are completely embarrassing in this group,general_abuse,1,medium,en,synthetic_template_v1
429,post another awful idea for us to mock online,provocation,1,medium,en,synthetic_template_v1
430,really your effort on this code is appreciated every time,normal,0,none,en,synthetic_template_v1
431,seriously you will never complete this design correctly in this group,academic_attack,1,medium,en,synthetic_template_v1
432,really nobody cares about your report every time,general_abuse,1,medium,en,synthetic_template_v1
433,everyone is tired of seeing your drawing in this group,harassment,1,high,en,synthetic_template_v1
434,really everyone can see how poor your answer is,humiliation,1,high,en,synthetic_template_v1
435,you are completely awful every time,general_abuse,1,medium,en,synthetic_template_v1
436,please share your code when you are free every time,normal,0,none,en,synthetic_template_v1
437,seriously you are a joke every time,general_abuse,1,medium,en,synthetic_template_v1
438,honestly you explained the comment very clearly every time,normal,0,none,en,synthetic_template_v1
439,This is the most nonsense research here!,insult,1,medium,en,synthetic_template_v1
440,really shut up and stop being so worthless in this group,general_abuse,1,medium,en,synthetic_template_v1
441,honestly we will keep reporting every answer you post today,harassment,1,high,en,synthetic_template_v1
442,listen everyone is tired of seeing your assignment in this group,harassment,1,high,en,synthetic_template_v1
